c_fullname	agg_count	agg_date
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18913671\A17774191\A17799743\A17838178\	8305	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18913671\A17812585\A17812586\A17812588\	35	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17786848\A17786851\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17786848\A17838035\A17812462\	3908	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\	8552	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17786857\A17838051\	3048	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17786857\A17863454\	3043	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17786860\A17838053\	3055	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17838046\A17812470\A27150078\A27153494\	1385	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17838046\A17863451\	1376	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18924172\A17838107\A17850857\	50211	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18911040\A17799907\A17863736\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A20115373\A17812067\A18916209\A18921471\	1705	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18913697\A17787211\A17787222\	5947	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18913697\A17799975\A17812859\A17851151\	8715	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A20142321\A17786485\A17863041\	2457	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A20142321\A17786485\A17863041\A17825030\	2459	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924211\	2329	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A20142321\A17786485\A17863041\A17825030\A17825031\	2456	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A20142321\A17786485\A17863041\A17837680\	2460	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18921549\A17838504\A17851194\A17800027\	133	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18908579\A18905984\A17840910\A27153186\	3298	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A18913622\A17786505\	564	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A18924141\A17786532\A17812147\	210	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A18924141\A17786538\A17812155\	565	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18908579\A18908582\	17	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18908579\A18916480\A17853500\A17789618\	1128	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18925934\A18910932\A17811563\A17837126\	26	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18925934\A18913458\A17798312\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911062\A18921557\A17826171\	14	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18905990\A17853697\	252	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18905990\A17853697\A27152052\A27153570\	260	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18905990\A17866511\	263	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18905990\A18913881\	258	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18905990\A18913881\A18908585\	263	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18905990\A18919142\A17866515\A27152463\	259	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18908717\A17841375\	1403	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840977\A27155484\	2805	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840982\	21726	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840982\A17815499\A17828258\	387	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18916488\A17853676\A17841018\A17802582\	22	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840982\A17802567\	21745	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840982\A17815499\	378	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840982\A17815499\A17828257\	390	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840982\A17815499\A17828259\	370	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18908555\	14090	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18924367\A17841065\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18908397\A17787161\	643	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18913687\A17863677\	33	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18908397\A17787161\A17825669\	633	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18908397\A17851058\	642	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18913687\	22	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18913687\A17863677\A17774294\	35	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18913833\	16058	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18913833\A17788838\	2446	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18921523\A17838188\A17787010\	1135	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18921523\A17838188\A17787010\A17825513\	1136	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18913833\A17814526\	122	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18919038\A17839535\A17775589\	28	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18916357\A17800988\	35	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18916407\A17801501\A17814438\	2449	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A20125599\A17788291\	4976	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18916407\A17852637\A17814444\A17839961\	2845	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A20125599\A20116532\A20143468\	517	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A20125645\A17852260\A17826840\A27150134\A27150529\	509	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18924254\	5865	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18924254\A17813808\	5862	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP43135-0\718-7\	39829	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP47720-5\	18176	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP48349-2\	18169	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP7631-7\777-3\	39805	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP7720-8\6690-2\	39809	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP99254-2\30428-7\	41	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP15705-4\LP43571-6\2093-3\	40535	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP15838-3\LP41279-8\	18165	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP15838-3\LP43038-6\	35591	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\LP42189-8\6298-4\	46275	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\LP46218-1\	18208	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A20125599\A17864961\A17852206\	2405	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A20125599\A20116532\A20107507\	513	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A20125645\A17852260\A17826840\A27150134\	510	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP48336-9\706-2\	18184	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP48337-7\	18177	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP48349-2\742-7\	18185	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP7536-8\	39815	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\	64640	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP15705-4\	40534	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18919128\A17853425\	2442	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP15705-4\LP42275-5\	40530	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\LP46218-1\2028-9\	18211	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\LP48861-6\2947-0\	46269	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\LP48861-6\2951-2\	18206	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18921653\A17801390\	274	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18921696\	6580	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18921696\A17865975\	6595	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18908288\	6066	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18908288\A17798687\	250	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18908291\A17862576\	1628	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17824647\	5904	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17850039\A17875411\A17824636\A17875413\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17850051\A17798834\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17850051\A17862637\A17837312\A17837313\	39	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18918864\A17785943\	1694	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A20115113\A20160123\A18916195\A18910961\	1158	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916265\A18911022\A17773965\A17837934\	39	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18908428\A17864481\A20116286\	4925	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18921575\	5729	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18921575\A17787852\A17800603\A17800604\	5729	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A20161339\A17813653\A17839254\	5878	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A27150507\A17864418\	32558	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916349\A17864713\	7398	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916349\A17864713\A17839333\	7393	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916350\A17800885\	3196	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18919034\A17800896\	2399	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18924231\	94920	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18924231\A17800844\A17788083\	7500	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18924251\	8705	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18924251\A17826641\A18913764\A18908461\	8714	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18924251\A17826641\A18924252\A18905890\	8721	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18919257\A17777413\A17777414\A17802995\	4763	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18919257\A17828654\A17841438\	18180	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18919260\A17790242\	3517	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18919260\A17790242\A17815957\A17828698\	3528	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18906113\A17867201\A17854389\	20	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18911369\A17777705\A17854348\	4026	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18924508\A17803340\	4497	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18924508\A17816202\A17867207\	88510	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\	60670	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18913671\A17812585\A17838165\	36	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17786857\	3046	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17786857\A17799619\	3046	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17786860\	3044	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17838046\A17786856\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17838046\A17838049\A27150080\	348	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17838046\A17850801\A27150862\	1391	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18911040\	15	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18913702\A17825751\	3043	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18921549\A17787291\A17851200\	141	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A18924141\	784	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A18924155\A17825184\A17863227\	4976	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A20115373\A17812067\	1692	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A20142321\A17786485\A17863041\A17837680\A17825032\	2470	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924211\A18911077\	2340	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924211\A18911077\A17774937\	2338	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18908579\A18913876\A17840890\A17828149\	1131	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18908579\A18913876\A17840890\A17828149\A17815367\	1120	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18925934\A18923828\A17874750\	574	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18908579\A18913876\A17840890\A17840893\	1140	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18908579\A18916480\	1141	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18908579\A18916480\A17840877\	1139	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18908579\A18916480\A17840877\A17866321\	1135	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A20115373\	1694	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18908579\A18916487\A17853624\	23	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\	23210	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18905990\A18919142\A17866515\	245	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18908717\A17841375\A17828593\	1133	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840977\	2808	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840977\A27155484\A28398672\A28399641\	2800	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840982\A17802561\	384	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17841009\A17866480\	373	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18916488\	16	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18916488\A17853676\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18921719\	2804	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911062\A18921554\A17800280\A17813200\	2323	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911062\A18921557\	18	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18921816\A17802903\	250	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18924367\A17841065\A18921717\A18905993\	12	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18911035\A17812712\A17799847\	625	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18913687\A17863677\A17774294\A17812732\	27	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18921523\A17774215\A17838199\	928	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18924177\A17799747\A17787001\A20133595\	5080	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18911136\A17852158\A17826725\	1725	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18919038\A17788313\A17852243\A17813987\	35	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18919038\A17839535\	31	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A20125599\	5486	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A20125599\A17788291\A17826783\	4965	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A20125645\	520	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A20125645\A17852260\	506	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP46692-7\	25376	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP47720-5\751-8\	18165	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP48337-7\713-8\	18170	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP48347-6\	18165	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP48347-6\731-0\	18178	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP48347-6\736-9\	18179	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP48918-4\	39811	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP7536-8\789-8\	39803	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP7720-8\	39803	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP99254-2\	39831	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP15838-3\LP41279-8\1988-5\	18172	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\LP46433-6\2069-3\	46266	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP31397-0\	35583	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP31397-0\LP43561-7\1975-2\	35580	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18913833\A17852766\A17865597\A17840136\	13728	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18921653\A17865294\	286	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18924339\A17865805\	84	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17850051\A17862636\A17786120\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17850051\A17862637\	75	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17850051\A17862637\A17837312\A17875418\	38	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17875403\A17837292\	7377	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17875403\A17862625\	4508	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A20115113\A20160123\	1156	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916265\A18908373\	1396	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916265\A18911022\A17773965\	48	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18908428\	16143	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18908428\A17800633\	8208	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18908428\A17800633\A28399039\A28399618\A28399419\	6810	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18908428\A17813492\	4767	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18908428\A17864481\	4912	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18911092\A17851757\	7835	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18911092\A28399225\A28398839\	2795	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18921575\A17787852\A17851772\	5716	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A20161339\	5885	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A27150507\A17775050\	527	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A27150507\A17775050\A17800571\	530	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A27150507\A17787822\	3923	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A27150507\A17787822\A17864421\	3921	2021-02-04 00:00:00.000
